2025-10-14 04:52:26,641 [INFO] Detected input type: Input Field (Type: radio)
2025-10-14 04:52:26,653 [INFO] [24] Got text from question element.
2025-10-14 04:52:26,653 [INFO] Checking for common quries...
2025-10-14 04:52:26,665 [INFO] Detected input type: Input Field (Type: checkbox)
2025-10-14 04:52:26,675 [INFO] [25] Got text from question element.
2025-10-14 04:52:26,675 [INFO] Checking for common quries...
2025-10-14 04:52:26,689 [INFO] Detected input type: Input Field (Type: radio)
2025-10-14 04:52:26,701 [INFO] [26] Got text from question element.
2025-10-14 04:52:26,702 [INFO] Checking for common quries...
2025-10-14 04:52:26,711 [INFO] Detected input type: Input Field (Type: radio)
2025-10-14 04:52:26,722 [INFO] [27] Got text from question element.
2025-10-14 04:52:26,722 [INFO] Checking for common quries...
2025-10-14 04:52:26,732 [INFO] Detected input type: Input Field (Type: radio)
2025-10-14 04:52:26,744 [INFO] [28] Got text from question element.
2025-10-14 04:52:26,745 [INFO] Checking for common quries...
2025-10-14 04:52:26,772 [INFO] Detected input type: Unknown
2025-10-14 04:52:26,782 [INFO] [29] Got text from question element.
2025-10-14 04:52:26,782 [INFO] Checking for common quries...
2025-10-14 04:52:26,791 [INFO] Detected input type: Input Field (Type: None)
2025-10-14 04:52:26,803 [INFO] [30] Got text from question element.
2025-10-14 04:52:26,803 [INFO] Checking for common quries...
2025-10-14 04:52:26,812 [INFO] Detected input type: Input Field (Type: None)
2025-10-14 04:52:26,823 [INFO] [31] Got text from question element.
2025-10-14 04:52:26,823 [INFO] Checking for common quries...
2025-10-14 04:52:26,834 [INFO] Detected input type: Input Field (Type: text)
2025-10-14 04:52:26,846 [INFO] [32] Got text from question element.
2025-10-14 04:52:26,846 [INFO] Checking for common quries...
2025-10-14 04:52:26,860 [INFO] Detected input type: Input Field (Type: text)
2025-10-14 04:52:26,872 [INFO] [33] Got text from question element.
2025-10-14 04:52:26,872 [INFO] Checking for common quries...
2025-10-14 04:52:26,881 [INFO] Detected input type: Input Field (Type: text)
2025-10-14 04:52:26,892 [INFO] [34] Got text from question element.
2025-10-14 04:52:26,892 [INFO] Checking for common quries...
2025-10-14 04:52:26,905 [INFO] Detected input type: Input Field (Type: text)
2025-10-14 04:52:26,918 [INFO] [35] Got text from question element.
2025-10-14 04:52:26,918 [INFO] Checking for common quries...
2025-10-14 04:52:26,927 [INFO] Detected input type: Input Field (Type: text)
2025-10-14 04:52:26,939 [INFO] [36] Got text from question element.
2025-10-14 04:52:26,939 [INFO] Checking for common quries...
2025-10-14 04:52:26,948 [INFO] Detected input type: Input Field (Type: text)
2025-10-14 04:52:26,960 [INFO] [37] Got text from question element.
2025-10-14 04:52:26,960 [INFO] Checking for common quries...
2025-10-14 04:52:26,970 [INFO] Detected input type: Input Field (Type: text)
2025-10-14 04:52:26,980 [INFO] [38] Got text from question element.
2025-10-14 04:52:26,981 [INFO] Checking for common quries...
2025-10-14 04:52:26,990 [INFO] Detected input type: Input Field (Type: text)
2025-10-14 04:52:27,003 [INFO] [39] Got text from question element.
2025-10-14 04:52:27,003 [INFO] Checking for common quries...
2025-10-14 04:52:27,014 [INFO] Detected input type: Input Field (Type: text)
2025-10-14 04:52:27,024 [INFO] [40] Got text from question element.
2025-10-14 04:52:27,025 [INFO] Checking for common quries...
2025-10-14 04:52:27,036 [INFO] Detected input type: Input Field (Type: text)
2025-10-14 04:52:27,047 [INFO] [41] Got text from question element.
2025-10-14 04:52:27,047 [INFO] Checking for common quries...
2025-10-14 04:52:27,057 [INFO] Detected input type: Input Field (Type: text)
2025-10-14 04:52:27,068 [INFO] [42] Got text from question element.
2025-10-14 04:52:27,068 [INFO] Checking for common quries...
2025-10-14 04:52:27,096 [INFO] Detected input type: Unknown
2025-10-14 04:52:27,107 [INFO] [43] Got text from question element.
2025-10-14 04:52:27,107 [INFO] Checking for common quries...
2025-10-14 04:52:27,116 [INFO] Detected input type: Textarea
2025-10-14 04:52:27,126 [INFO] [44] Got text from question element.
2025-10-14 04:52:27,127 [INFO] Checking for common quries...
2025-10-14 04:52:27,156 [INFO] Detected input type: Unknown
2025-10-14 04:52:27,166 [INFO] [45] Got text from question element.
2025-10-14 04:52:27,166 [INFO] Checking for common quries...
2025-10-14 04:52:27,176 [INFO] Detected input type: Input Field (Type: text)
2025-10-14 04:52:27,188 [INFO] [46] Got text from question element.
2025-10-14 04:52:27,188 [INFO] Checking for common quries...
2025-10-14 04:52:27,209 [INFO] Detected input type: Dropdown Select
2025-10-14 04:52:27,220 [INFO] [47] Got text from question element.
2025-10-14 04:52:27,221 [INFO] Checking for common quries...
2025-10-14 04:52:27,229 [INFO] Detected input type: Input Field (Type: text)
2025-10-14 04:52:27,240 [INFO] [48] Got text from question element.
2025-10-14 04:52:27,240 [INFO] Checking for common quries...
2025-10-14 04:52:27,251 [INFO] Detected input type: Input Field (Type: None)
2025-10-14 04:52:27,262 [INFO] [49] Got text from question element.
2025-10-14 04:52:27,262 [INFO] Checking for common quries...
2025-10-14 04:52:27,275 [INFO] Detected input type: Input Field (Type: text)
2025-10-14 04:52:27,287 [INFO] [50] Got text from question element.
2025-10-14 04:52:27,287 [INFO] Checking for common quries...
2025-10-14 04:52:27,298 [INFO] Detected input type: Input Field (Type: radio)
2025-10-14 04:52:27,309 [INFO] [51] Got text from question element.
2025-10-14 04:52:27,309 [INFO] Checking for common quries...
2025-10-14 04:52:27,319 [INFO] Detected input type: Input Field (Type: text)
2025-10-14 04:52:27,330 [INFO] [52] Got text from question element.
2025-10-14 04:52:27,330 [INFO] Checking for common quries...
2025-10-14 04:52:27,359 [INFO] Detected input type: Unknown
2025-10-14 04:52:27,370 [INFO] [53] Got text from question element.
2025-10-14 04:52:27,370 [INFO] Checking for common quries...
2025-10-14 04:52:27,398 [INFO] Detected input type: Unknown
2025-10-14 04:52:27,408 [INFO] [54] Got text from question element.
2025-10-14 04:52:27,409 [INFO] Checking for common quries...
2025-10-14 04:52:27,438 [INFO] Detected input type: Unknown
2025-10-14 04:52:27,448 [INFO] [55] Got text from question element.
2025-10-14 04:52:27,448 [INFO] Checking for common quries...
2025-10-14 04:52:27,458 [INFO] Detected input type: Input Field (Type: text)
2025-10-14 04:52:27,469 [INFO] [56] Got text from question element.
2025-10-14 04:52:27,469 [INFO] Checking for common quries...
2025-10-14 04:52:27,478 [INFO] Detected input type: Input Field (Type: None)
2025-10-14 04:52:27,490 [INFO] [57] Got text from question element.
2025-10-14 04:52:27,490 [INFO] Checking for common quries...
2025-10-14 04:52:27,500 [INFO] Detected input type: Input Field (Type: checkbox)
2025-10-14 04:52:27,509 [INFO] [58] Got text from question element.
2025-10-14 04:52:27,510 [INFO] Checking for common quries...
2025-10-14 04:52:27,542 [INFO] Detected input type: Unknown
2025-10-14 04:52:27,542 [INFO] Total questions found: 58
2025-10-14 04:52:27,542 [INFO] Total queries are for AI Model, some may be skipped: 46

2025-10-14 04:52:27,542 [INFO] Step 3 done.
2025-10-14 04:52:31,310 [INFO] Gemini response type: <class 'str'>:
1. Frontend Engineer
2. 10/14/2025
3. Rehman
4. Babar
5. N/A
6. N/A
7. Wake Forest
8. NC
9. 27587
10. 9199180296
11. 9199180296
12. babarrehman.dev@gmail.com
13. No
14. No
15. No
16. No
17. 10/15/2025
18. Yes
19. Full-time
20. Yes
21. Yes
22. No
23. N/A
24. N/A
25. N/A
26. N/A
27. N/A
28. N/A
29. N/A
30. N/A
31. N/A
32. N/A
33. N/A
34. N/A
35. N/A
36. Extensive experience with Angular and React, coupled with a strong understanding of JavaScript, TypeScript, HTML, and CSS.
37. N/A
38. Bachelors Degree
39. Computer Science
40. N/A
41. N/A
42. Yes
43. N/A
44. Babar Rehman
45. 10/14/2025
46. I Agree
2025-10-14 04:52:31,311 [INFO] Cleared and converted to list ai responses len(46): 
 ['Frontend Engineer', '10/14/2025', 'Rehman', 'Babar', 'N/A', 'N/A', 'Wake Forest', 'NC', '27587', '9199180296', '9199180296', 'babarrehman.dev@gmail.com', 'No', 'No', 'No', 'No', '10/15/2025', 'Yes', 'Full-time', 'Yes', 'Yes', 'No', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'Extensive experience with Angular and React, coupled with a strong understanding of JavaScript, TypeScript, HTML, and CSS.', 'N/A', 'Bachelors Degree', 'Computer Science', 'N/A', 'N/A', 'Yes', 'N/A', 'Babar Rehman', '10/14/2025', 'I Agree']
2025-10-14 04:52:31,311 [INFO] Successfully created FormHandler object.
2025-10-14 04:52:31,371 [INFO] Scrolled to question 5
2025-10-14 04:52:39,093 [INFO] ✓ Filled text input: Frontend Engineer (Q5)
2025-10-14 04:52:39,118 [INFO] Scrolled to question 6
2025-10-14 04:52:46,697 [INFO] ✓ Filled text input: 10/14/2025 (Q6)
2025-10-14 04:52:46,784 [INFO] Scrolled to question 7
2025-10-14 04:52:48,803 [INFO] ✓ Filled text input: Rehman (Q7)
2025-10-14 04:52:48,856 [INFO] Scrolled to question 8
2025-10-14 04:52:51,755 [INFO] ✓ Filled text input: Babar (Q8)
2025-10-14 04:52:51,789 [INFO] Scrolled to question 9
2025-10-14 04:52:54,343 [INFO] ✓ Filled text input: N/A (Q9)
2025-10-14 04:52:54,397 [INFO] Scrolled to question 10
2025-10-14 04:52:57,703 [INFO] ✓ Filled text input: N/A (Q10)
2025-10-14 04:52:57,794 [INFO] Scrolled to question 11
2025-10-14 04:53:02,592 [INFO] ✓ Filled text input: Wake Forest (Q11)
2025-10-14 04:53:02,648 [INFO] Scrolled to question 12
2025-10-14 04:53:08,176 [INFO] ✓ Filled text input: NC (Q12)
2025-10-14 04:53:08,228 [INFO] Scrolled to question 13
2025-10-14 04:53:10,406 [INFO] ✓ Filled text input: 27587 (Q13)
2025-10-14 04:53:10,444 [INFO] Scrolled to question 14
2025-10-14 04:53:42,011 [WARNING] Dropdown label selection failed (Q14), trying alternatives: ElementHandle.select_option: Timeout 30000ms exceeded.
Call log:
  - attempting select option action
    2 × waiting for element to be visible and enabled
      - did not find some options
    - retrying select option action
    - waiting 20ms
    2 × waiting for element to be visible and enabled
      - did not find some options
    - retrying select option action
      - waiting 100ms
    59 × waiting for element to be visible and enabled
       - did not find some options
     - retrying select option action
       - waiting 500ms

2025-10-14 04:54:12,030 [WARNING] Dropdown value selection also failed (Q14): ElementHandle.select_option: Timeout 30000ms exceeded.
Call log:
  - attempting select option action
    2 × waiting for element to be visible and enabled
      - did not find some options
    - retrying select option action
    - waiting 20ms
    2 × waiting for element to be visible and enabled
      - did not find some options
    - retrying select option action
      - waiting 100ms
    58 × waiting for element to be visible and enabled
       - did not find some options
     - retrying select option action
       - waiting 500ms

2025-10-14 04:54:14,753 [WARNING] No textarea found (Q14)
2025-10-14 04:54:14,753 [INFO] No suitable input found for Q14
2025-10-14 04:54:14,801 [INFO] Scrolled to question 15
2025-10-14 04:54:21,220 [INFO] ✓ Filled text input: 9199180296 (Q15)
2025-10-14 04:54:21,274 [INFO] Scrolled to question 16
2025-10-14 04:54:25,505 [INFO] ✓ Filled text input: babarrehman.dev@gmail.com (Q16)
2025-10-14 04:54:25,557 [INFO] Scrolled to question 17
